CMDLINE E:\annaconda\python.exe no_mask_train.py
MEM 163.320312 1642041486.0118
MEM 163.320312 1642041486.1238
MEM 163.375000 1642041486.2358
MEM 170.574219 1642041486.3479
MEM 180.039062 1642041486.4599
MEM 190.023438 1642041486.5719
MEM 194.375000 1642041486.6839
MEM 183.277344 1642041486.7960
MEM 179.570312 1642041486.9060
MEM 190.660156 1642041487.0180
MEM 192.187500 1642041487.1300
MEM 201.500000 1642041487.2421
MEM 212.230469 1642041487.3541
MEM 215.511719 1642041487.4661
MEM 218.582031 1642041487.5781
MEM 221.898438 1642041487.6882
MEM 210.937500 1642041487.8002
MEM 221.246094 1642041487.9122
MEM 219.957031 1642041488.0242
MEM 211.980469 1642041488.1363
MEM 205.914062 1642041488.2483
MEM 183.683594 1642041488.3603
MEM 180.648438 1642041488.4723
MEM 186.351562 1642041488.5844
MEM 208.359375 1642041488.6964
MEM 228.433594 1642041488.8084
MEM 209.109375 1642041488.9205
MEM 174.835938 1642041489.0325
MEM 175.546875 1642041489.1445
MEM 163.320312 1642041489.2565
MEM 169.351562 1642041489.3686
MEM 170.417969 1642041489.4796
MEM 178.671875 1642041489.5906
MEM 169.753906 1642041489.7026
MEM 163.320312 1642041489.8147
MEM 163.320312 1642041489.9247
MEM 171.484375 1642041490.0367
MEM 179.175781 1642041490.1487
MEM 187.289062 1642041490.2608
MEM 191.226562 1642041490.3728
MEM 201.292969 1642041490.4848
MEM 216.406250 1642041490.5958
MEM 226.800781 1642041490.7069
MEM 225.632812 1642041490.8189
MEM 227.292969 1642041490.9299
MEM 196.132812 1642041491.0409
MEM 175.285156 1642041491.1530
MEM 163.320312 1642041491.2650
MEM 173.109375 1642041491.3770
MEM 170.910156 1642041491.4890
MEM 163.320312 1642041491.6011
MEM 173.109375 1642041491.7131
MEM 165.765625 1642041491.8251
MEM 168.921875 1642041491.9371
MEM 168.828125 1642041492.0492
MEM 170.503906 1642041492.1612
MEM 174.253906 1642041492.2732
MEM 179.859375 1642041492.3852
MEM 180.171875 1642041492.4973
MEM 189.859375 1642041492.6093
MEM 179.414062 1642041492.7213
MEM 178.781250 1642041492.8333
MEM 183.996094 1642041492.9454
MEM 189.859375 1642041493.0574
MEM 199.894531 1642041493.1694
MEM 201.281250 1642041493.2814
MEM 220.593750 1642041493.3935
MEM 212.589844 1642041493.5055
MEM 222.234375 1642041493.6175
MEM 212.558594 1642041493.7275
MEM 205.730469 1642041493.8396
MEM 219.320312 1642041493.9516
MEM 221.753906 1642041494.0626
MEM 215.234375 1642041494.1736
MEM 196.132812 1642041494.2837
MEM 163.320312 1642041494.3957
MEM 169.347656 1642041494.5057
MEM 179.851562 1642041494.6177
MEM 178.605469 1642041494.7278
MEM 184.527344 1642041494.8398
MEM 191.929688 1642041494.9518
MEM 194.097656 1642041495.0628
MEM 201.078125 1642041495.1739
MEM 210.636719 1642041495.2859
MEM 204.367188 1642041495.3979
MEM 205.195312 1642041495.5099
MEM 211.500000 1642041495.6220
MEM 211.289062 1642041495.7340
MEM 218.785156 1642041495.8460
MEM 219.226562 1642041495.9580
MEM 220.636719 1642041496.0701
MEM 227.292969 1642041496.1821
MEM 181.039062 1642041496.2941
MEM 163.320312 1642041496.4061
MEM 173.496094 1642041496.5182
MEM 184.035156 1642041496.6302
MEM 184.050781 1642041496.7402
MEM 191.750000 1642041496.8522
MEM 201.652344 1642041496.9643
MEM 199.511719 1642041497.0763
MEM 191.191406 1642041497.1883
MEM 199.621094 1642041497.3003
MEM 199.886719 1642041497.4124
MEM 200.308594 1642041497.5244
MEM 201.660156 1642041497.6364
MEM 191.882812 1642041497.7484
MEM 200.156250 1642041497.8605
MEM 201.507812 1642041497.9725
MEM 201.191406 1642041498.0845
MEM 211.390625 1642041498.1965
MEM 220.867188 1642041498.3086
MEM 227.292969 1642041498.4206
MEM 222.996094 1642041498.5326
MEM 215.863281 1642041498.6447
MEM 229.738281 1642041498.7567
MEM 221.957031 1642041498.8687
MEM 222.738281 1642041498.9808
MEM 224.847656 1642041499.0929
MEM 207.484375 1642041499.2049
MEM 175.492188 1642041499.3169
MEM 167.421875 1642041499.4269
MEM 163.320312 1642041499.5390
MEM 168.683594 1642041499.6510
MEM 165.765625 1642041499.7630
MEM 173.320312 1642041499.8750
MEM 173.773438 1642041499.9871
MEM 163.320312 1642041500.0991
MEM 163.312500 1642041500.2111
MEM 173.156250 1642041500.3231
MEM 178.621094 1642041500.4352
MEM 179.675781 1642041500.5472
MEM 180.640625 1642041500.6592
MEM 178.546875 1642041500.7712
MEM 179.183594 1642041500.8833
MEM 179.128906 1642041500.9953
MEM 187.101562 1642041501.1073
MEM 183.265625 1642041501.2193
MEM 189.785156 1642041501.3314
MEM 200.597656 1642041501.4434
MEM 211.640625 1642041501.5554
MEM 215.199219 1642041501.6674
MEM 192.839844 1642041501.7795
MEM 187.277344 1642041501.8915
MEM 187.179688 1642041502.0035
MEM 187.007812 1642041502.1156
MEM 197.394531 1642041502.2276
MEM 198.160156 1642041502.3376
MEM 208.121094 1642041502.4496
MEM 215.921875 1642041502.5617
MEM 220.148438 1642041502.6737
MEM 218.890625 1642041502.7857
MEM 218.843750 1642041502.8977
MEM 152.976562 1642041503.0098
